FECHA,PAÍS,ACRÓNIMO,CATEGORÍA,QUERY,NOTICIA,ESTADO,MOTIVO
19/03/2026 10:22:09,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI classified,"Joe Kent, ex-Trump counterterrorism chief who resigned over Iran war, under FBI investigation for alleged leaks - CBS News",DESCARTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI ruido político"
19/03/2026 10:22:09,ESTADOS UNIDOS,FBI,Inteligencia,FBI classified,FBI investigating Trump official who resigned over Iran war: Sources - NewsNation,DESCARTADO,score=2 | flags=positivo | FBI ruido político
19/03/2026 10:22:10,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI classified,FBI conducting leak investigation into former Trump official who resigned over Iran war - NBC News,DESCARTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI ruido político"
19/03/2026 10:22:10,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI classified,"FBI investigating whether departed counterterrorism official leaked classified info, source says - WLKY",ACEPTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI fuerte"
19/03/2026 10:22:14,ESTADOS UNIDOS,FBI,Inteligencia,FBI office opened,FBI Opens Office in Ecuador as U.S. Strengthens Security Relations - The Presidential Prayer Team,ACEPTADO,"score=3 | flags=pais,positivo | FBI fuerte"
19/03/2026 10:22:15,ESTADOS UNIDOS,FBI,Inteligencia,FBI office Ecuador,FBI Opens Office in Ecuador as U.S. Strengthens Security Relations - The Presidential Prayer Team,ACEPTADO,"score=3 | flags=pais,positivo | FBI fuerte"
19/03/2026 10:22:18,ESTADOS UNIDOS,FBI,Inteligencia,"FBI ""Kash Patel"" intelligence",Kash Patel admits under oath FBI is buying location data on Americans - The Guardian,DESCARTADO,"score=3 | flags=pais,positivo | FBI ruido político"
19/03/2026 10:22:19,ESTADOS UNIDOS,FBI,Inteligencia,"FBI ""Kash Patel"" intelligence","FBI is buying data that can be used to track people, Patel says - Politico",ACEPTADO,"score=3 | flags=pais,positivo | FBI fuerte"
19/03/2026 10:22:20,ESTADOS UNIDOS,FBI,Inteligencia,"FBI ""Kash Patel"" intelligence",Tulsi Gabbard says Iran's government still intact but refuses to discuss talks with Trump about war - AP News,DESCARTADO,score=1 | flags=pais | FBI ruido político
19/03/2026 10:22:21,ESTADOS UNIDOS,FBI,Inteligencia,"FBI ""Kash Patel"" intelligence",Kash Patel Brags That the FBI Is Buying Your Location Data - The New Republic,DESCARTADO,score=2 | flags=positivo | FBI ruido político
19/03/2026 10:22:23,ESTADOS UNIDOS,FBI,Inteligencia,"FBI ""Kash Patel"" intelligence",Kash Patel Admits the FBI is Buying Private Data on Americans - Gizmodo,DESCARTADO,"score=3 | flags=pais,positivo | FBI ruido político"
19/03/2026 10:22:24,ESTADOS UNIDOS,FBI,Inteligencia,"FBI ""Kash Patel"" intelligence",National Security Officials Testify on Global Threats to the U.S. - C-SPAN,ACEPTADO,"score=3 | flags=pais,positivo | FBI fuerte"
19/03/2026 10:22:25,ESTADOS UNIDOS,FBI,Ciberinteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")",Former counter-terrorism head investigated by FBI over alleged leaks - BBC,ACEPTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI fuerte"
19/03/2026 10:22:27,ESTADOS UNIDOS,FBI,Inteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")","FBI and IRS to investigate nonprofit groups for domestic terrorism links, sources say - CBS News",ACEPTADO,score=2 | flags=positivo | FBI fuerte
19/03/2026 10:22:27,ESTADOS UNIDOS,FBI,Inteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")","FBI investigating US counter-terrorism chief who resigned over Iran war, reports say - The Guardian",ACEPTADO,"score=3 | flags=pais,positivo | FBI fuerte"
19/03/2026 10:22:28,ESTADOS UNIDOS,FBI,Ciberinteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")",FBI conducting leak investigation into former Trump official who resigned over Iran war - NBC News,DESCARTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI ruido político"
19/03/2026 10:22:29,ESTADOS UNIDOS,FBI,Ciberinteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")","FBI launches 'leak' investigation into top counterterrorism official who resigned over Iran war, reports say - KGW",ACEPTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI fuerte"
19/03/2026 10:22:29,ESTADOS UNIDOS,FBI,Ciberinteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")","FBI investigating whether departed counterterrorism official leaked classified info, source says - WLKY",ACEPTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI fuerte"
19/03/2026 10:22:30,ESTADOS UNIDOS,FBI,Inteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")",FBI investigating ex-National Counter-Terrorism Center Director Joe Kent - KHOU,ACEPTADO,score=2 | flags=positivo | FBI fuerte
19/03/2026 10:22:31,ESTADOS UNIDOS,FBI,Ciberinteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")",Ex-counterterrorism chief Kent under FBI probe for alleged leaks: Report - Anadolu Ajansı,ACEPTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI fuerte"
19/03/2026 10:22:33,ESTADOS UNIDOS,DIA / ODNI,Inteligencia,"(""DIA / ODNI"" OR ""Director of National Intelligence "" OR ""ESTADOS UNIDOS"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Sen. Ossoff Presses Director of National Intelligence on Imminent Threat Posed by Iran, Fulton County Raid - Senator Jon Ossoff (.gov)",ACEPTADO,"score=5 | flags=nombre,radar | Regla general"
19/03/2026 10:22:33,ESTADOS UNIDOS,DIA / ODNI,Inteligencia,"(""DIA / ODNI"" OR ""Director of National Intelligence "" OR ""ESTADOS UNIDOS"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",U.S. Intelligence Saw No Change in Iran’s Missile Capabilities Before War - The New York Times,DESCARTADO,"score=2 | flags=pais,radar | Regla general insuficiente o ruido"
19/03/2026 10:22:34,ESTADOS UNIDOS,DIA / ODNI,Inteligencia,"(""DIA / ODNI"" OR ""Director of National Intelligence "" OR ""ESTADOS UNIDOS"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Director of National Intelligence Tulsi Gabbard faces questioning on Capitol Hill - 101.3 KFDI,ACEPTADO,"score=5 | flags=nombre,radar | Regla general"
19/03/2026 10:22:35,ESTADOS UNIDOS,DIA / ODNI,Inteligencia,"(""DIA / ODNI"" OR ""Director of National Intelligence "" OR ""ESTADOS UNIDOS"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","What’s a Threat? Gabbard Says It’s Up to Trump, on Iran and Elsewhere. - The New York Times",DESCARTADO,score=0 | flags=sin_senales | Regla general insuficiente o ruido
19/03/2026 10:22:36,ESTADOS UNIDOS,CIA,Inteligencia,"CIA ""intelligence"" OR ""agency"" OR ""drone"" OR ""Iran"" OR ""Riyadh"" OR ""strike"" OR ""Kurd""","CIA director confirms Iran seeking intelligence support from Russia, China - The Hill",ACEPTADO,"score=4 | flags=pais,positivo,radar | CIA fuerte"
19/03/2026 10:22:37,ESTADOS UNIDOS,CIA,Inteligencia,"CIA ""intelligence"" OR ""agency"" OR ""drone"" OR ""Iran"" OR ""Riyadh"" OR ""strike"" OR ""Kurd""",U.S. Intelligence Saw No Change in Iran’s Missile Capabilities Before War - The New York Times,DESCARTADO,"score=4 | flags=pais,positivo,radar | CIA ruido o contexto débil"
19/03/2026 10:22:37,ESTADOS UNIDOS,CIA,Inteligencia,"CIA ""intelligence"" OR ""agency"" OR ""drone"" OR ""Iran"" OR ""Riyadh"" OR ""strike"" OR ""Kurd""",National Security Officials Testify on Global Threats to the U.S. - C-SPAN,ACEPTADO,"score=3 | flags=pais,positivo | CIA fuerte"
19/03/2026 10:22:38,ESTADOS UNIDOS,CIA,Inteligencia,"CIA ""intelligence"" OR ""agency"" OR ""drone"" OR ""Iran"" OR ""Riyadh"" OR ""strike"" OR ""Kurd""",CIA Says Iran Sought Intelligence Support From China - The China-Global South Project,ACEPTADO,"score=3 | flags=positivo,radar | CIA fuerte"
19/03/2026 10:22:39,ESTADOS UNIDOS,CIA,Inteligencia,"CIA ""intelligence"" OR ""agency"" OR ""drone"" OR ""Iran"" OR ""Riyadh"" OR ""strike"" OR ""Kurd""",US intelligence chief says Iran's regime 'intact' but 'degraded' - BBC,ACEPTADO,"score=4 | flags=pais,positivo,radar | CIA fuerte"
19/03/2026 10:22:40,ESTADOS UNIDOS,CIA,Inteligencia,"CIA ""intelligence"" OR ""agency"" OR ""drone"" OR ""Iran"" OR ""Riyadh"" OR ""strike"" OR ""Kurd""",CIA director says Iran posed 'an immediate threat' to the US - Fox News,ACEPTADO,"score=3 | flags=pais,positivo | CIA fuerte"
19/03/2026 10:22:41,ESTADOS UNIDOS,CIA,Inteligencia,"CIA ""intelligence"" OR ""agency"" OR ""drone"" OR ""Iran"" OR ""Riyadh"" OR ""strike"" OR ""Kurd""","Iran seeking intelligence from Russia in war against US, CIA director says - The Kyiv Independent",ACEPTADO,"score=4 | flags=pais,positivo,radar | CIA fuerte"
19/03/2026 10:22:44,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""Direction Generale de la Securite Exterieure"")",Chroniques du secret : les héroïnes de l’ombre - dgse.gouv.fr,ACEPTADO,score=2 | flags=positivo | Francia fuerte
19/03/2026 10:22:45,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""Direction Generale de la Securite Exterieure"")","Guerre au Moyen-Orient : ""Dans une crise de ce genre, les renseignements peuvent parfois être surpris"" selon un ancien membre de la DGSE - France Info",ACEPTADO,score=2 | flags=positivo | Francia fuerte
19/03/2026 10:22:46,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""renseignement français"" OR ""services secrets français"" OR ""french intelligence"")",Chroniques du secret : les héroïnes de l’ombre - dgse.gouv.fr,ACEPTADO,score=2 | flags=positivo | Francia fuerte
19/03/2026 10:22:48,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""french intelligence"" OR ""renseignement français"") (""espionnage"" OR ""espionage"" OR ""sécurité"" OR ""security"" OR ""Mali"" OR ""Russie"" OR ""Moscou"")",Un espion de la DGSE chargé de collecter des données sur l’alliance stratégique de l’Azerbaïdjan avec l’Algérie - Maghreb Online,ACEPTADO,score=2 | flags=positivo | Francia fuerte
19/03/2026 10:22:49,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Cinq millions d'emplois, soit un sur six, sont menacés par l'intelligence artificielle en France - Radio France",DESCARTADO,score=1 | flags=radar | Francia ruido o contexto débil
19/03/2026 10:22:51,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Intelligence artificielle : cinq millions d’emplois sont menacés en France, voici les métiers concernés - Ouest-France",DESCARTADO,score=1 | flags=radar | Francia ruido o contexto débil
19/03/2026 10:22:52,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",L’Intelligence artificielle va-t-elle nous mettre au chômage ? - France Info,DESCARTADO,score=1 | flags=radar | Francia ruido o contexto débil
19/03/2026 10:22:52,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Intelligence artificielle : 5 millions d’emplois supprimés en France d’ici 2030 ? Cette étude qui inquiète - Sud Ouest,DESCARTADO,score=1 | flags=radar | Francia ruido o contexto débil
19/03/2026 10:22:53,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Jeanologia développe une intelligence artificielle pour le design de jeans - FashionNetwork France,DESCARTADO,score=1 | flags=radar | Francia ruido o contexto débil
19/03/2026 10:22:54,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Demain dans vos agendas : intelligence artificielle, Croatie, tech, Made in France, automobile, luxe - Le Moci",DESCARTADO,score=1 | flags=radar | Francia ruido o contexto débil
19/03/2026 10:22:54,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","IA en France : les emplois de 5 millions de salariés menacés, le début de la fin ? - Les Numériques",DESCARTADO,score=-3 | flags=ruido_ai | Francia ruido o contexto débil
19/03/2026 10:22:56,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",IA : le grand bouleversement à venir du marché du travail - Les Echos,DESCARTADO,score=-3 | flags=ruido_ai | Francia ruido o contexto débil
19/03/2026 10:22:57,FRANCIA,DGSI,Inteligencia,"(""DGSI"" OR ""Direction Générale de la Sécurité Intérieure"" OR ""Direction Generale de la Securite Interieure"")",Flash ingérence économique : attention lors de vos séjours à l’étranger ! - Normandinamik,DESCARTADO,score=0 | flags=sin_senales | Francia ruido o contexto débil
19/03/2026 10:22:58,FRANCIA,DGSI,Inteligencia,"(""DGSI"" OR ""contre-espionnage"" OR ""contre-ingérence"" OR ""ingérence étrangère"")","En Slovénie, le gouvernement dénonce une « opération d’ingérence étrangère » menée par une société israélienne juste avant les élections - Le Monde.fr",DESCARTADO,score=0 | flags=sin_senales | Francia ruido o contexto débil
19/03/2026 10:23:05,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Israel says it killed Iran's intelligence minister - Axios,DESCARTADO,"score=2 | flags=pais,radar | Irán ruido o contexto débil"
19/03/2026 10:23:06,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",U.S. Intelligence Saw No Change in Iran’s Missile Capabilities Before War - The New York Times,DESCARTADO,"score=2 | flags=pais,radar | Irán ruido o contexto débil"
19/03/2026 10:23:06,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Lawmakers press U.S. intelligence officials on Iran war as new strikes jolt oil markets - PBS,DESCARTADO,"score=2 | flags=pais,radar | Irán ruido o contexto débil"
19/03/2026 10:23:06,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Live updates: Trump warns Iran after Qatar attack, threatens South Pars - NewsNation",DESCARTADO,score=1 | flags=pais | Irán ruido o contexto débil
19/03/2026 10:23:07,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Sen. Ossoff Presses Director of National Intelligence on Imminent Threat Posed by Iran, Fulton County Raid - Senator Jon Ossoff (.gov)",DESCARTADO,"score=2 | flags=pais,radar | Irán ruido o contexto débil"
19/03/2026 10:23:07,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",US intelligence chief says Iran's regime 'intact' but 'degraded' - BBC,ACEPTADO,"score=4 | flags=pais,positivo,radar | Irán fuerte"
19/03/2026 10:23:08,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","What is Iran's intelligence ministry, and how did Esmaeil Khatib run it? - The Jerusalem Post",ACEPTADO,"score=4 | flags=pais,positivo,radar | Irán fuerte"
19/03/2026 10:23:10,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","CIA director confirms Iran seeking intelligence support from Russia, China - The Hill",DESCARTADO,"score=2 | flags=pais,radar | Irán ruido o contexto débil"
19/03/2026 10:23:11,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"")","Exclusive | Israel Is Hunting Down Iranian Regime Members in Their Hideouts, One by One - WSJ",DESCARTADO,"score=3 | flags=pais,positivo | Israel ruido o contexto débil"
19/03/2026 10:23:12,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"")","Mossad slams regime for using mosques as headquarters, weapons depots - The Jerusalem Post",ACEPTADO,score=2 | flags=positivo | Israel fuerte
19/03/2026 10:23:13,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"")",Israel said threatening Iranian officers on the phone as part of efforts to stir unrest - The Times of Israel,DESCARTADO,"score=3 | flags=pais,positivo | Israel ruido o contexto débil"
19/03/2026 10:23:14,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"")",Israel kills more Iranian leaders: Former Mossad analyst Sima Shine on what's next in the Iran war - CNBC,ACEPTADO,"score=3 | flags=pais,positivo | Israel fuerte"
19/03/2026 10:23:14,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"")",Stand with your people or die': Inside the Mossad campaign against the regime - ynetnews,ACEPTADO,score=2 | flags=positivo | Israel fuerte
19/03/2026 10:23:17,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Iran Executes Mossad Spy, Kourosh Keyvani - WANA News Agency",ACEPTADO,"score=3 | flags=positivo,radar | Israel fuerte"
19/03/2026 10:23:19,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Iran executes man accused of spying for Mossad - The Times of Israel,ACEPTADO,"score=4 | flags=pais,positivo,radar | Israel fuerte"
19/03/2026 10:23:21,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Iran executes alleged Mossad spy amid war - MSN,ACEPTADO,"score=3 | flags=positivo,radar | Israel fuerte"
19/03/2026 10:23:22,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Eli Cohen Mossad Spy: How Israel’s Top Agent Infiltrated Syria and Helped Win the Six-Day War - Vision Times,ACEPTADO,"score=4 | flags=pais,positivo,radar | Israel fuerte"
19/03/2026 10:23:22,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Iran executes man accused of spying for Israel’s Mossad as war rages - New York Post,ACEPTADO,"score=4 | flags=pais,positivo,radar | Israel fuerte"
19/03/2026 10:23:23,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Inside Iran’s ‘spy’ crackdown: List of men executed for Mossad ties since the June 2025 war with Israel - The Indian Express,ACEPTADO,"score=4 | flags=pais,positivo,radar | Israel fuerte"
19/03/2026 10:23:25,ISRAEL,SHIN BET,Inteligencia,"(""SHIN BET"" OR ""שירות הביטחון הכללי"" OR ""ISRAEL"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Israel says it killed Iran's intelligence minister - Axios,ACEPTADO,"score=4 | flags=pais,positivo,radar | Israel fuerte"
19/03/2026 10:23:26,ISRAEL,SHIN BET,Inteligencia,"(""SHIN BET"" OR ""שירות הביטחון הכללי"" OR ""ISRAEL"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Israel Has Killed Esmaeil Khatib, Iran’s Intelligence Minister - The New York Times",ACEPTADO,"score=4 | flags=pais,positivo,radar | Israel fuerte"
19/03/2026 10:23:27,ISRAEL,SHIN BET,Ciberinteligencia,"(""SHIN BET"" OR ""שירות הביטחון הכללי"" OR ""ISRAEL"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Black Cube, leaked tapes and corruption: Israeli spy firm crashes Slovenia’s election - politico.eu",ACEPTADO,"score=5 | flags=pais,positivo,ciber,radar | Israel fuerte"
