FECHA,PAÍS,ACRÓNIMO,CATEGORÍA,QUERY,NOTICIA,ESTADO,MOTIVO
19/03/2026 15:11:28,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI counterintelligence,"Joe Kent, ex-Trump counterterrorism chief who resigned over Iran war, under FBI investigation for alleged leaks - CBS News",DESCARTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI ruido político"
19/03/2026 15:11:30,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI intelligence,FBI conducting leak investigation into former Trump official who resigned over Iran war - NBC News,DESCARTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI ruido político"
19/03/2026 15:11:30,ESTADOS UNIDOS,FBI,Inteligencia,FBI intelligence,Exclusive / FBI investigates intelligence aide who resigned over war - Semafor,ACEPTADO,"score=4 | flags=pais,positivo,radar | FBI fuerte"
19/03/2026 15:11:34,ESTADOS UNIDOS,FBI,Inteligencia,FBI dark web,"More than 6,200 missing children have been located over past year, FBI says - Baltimore Sun",ACEPTADO,score=2 | flags=positivo | FBI fuerte
19/03/2026 15:11:37,ESTADOS UNIDOS,FBI,Inteligencia,FBI classified,Exclusive / FBI investigates intelligence aide who resigned over war - Semafor,ACEPTADO,"score=4 | flags=pais,positivo,radar | FBI fuerte"
19/03/2026 15:11:37,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI classified,"Joe Kent, ex-Trump counterterrorism chief who resigned over Iran war, under FBI investigation for alleged leaks - CBS News",DESCARTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI ruido político"
19/03/2026 15:11:38,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI classified,Former counter-terrorism head investigated by FBI over alleged leaks - BBC,ACEPTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI fuerte"
19/03/2026 15:11:39,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI classified,FBI investigates ex-U.S. Counterterrorism Center head Joe Kent for alleged leaks - Axios,ACEPTADO,"score=5 | flags=pais,positivo,ciber,ciber_actor | FBI fuerte"
19/03/2026 15:11:39,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI classified,FBI investigating Kent over allegedly leaking classified information - The Hill,ACEPTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI fuerte"
19/03/2026 15:11:40,ESTADOS UNIDOS,FBI,Inteligencia,FBI classified,"FBI investigating former counterterror chief Joe Kent, reports say - MS NOW",ACEPTADO,score=2 | flags=positivo | FBI fuerte
19/03/2026 15:11:41,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI classified,FBI conducting leak investigation into former Trump official who resigned over Iran war - NBC News,DESCARTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI ruido político"
19/03/2026 15:11:42,ESTADOS UNIDOS,FBI,Inteligencia,FBI classified,FBI investigating Trump official who resigned over Iran war: Sources - NewsNation,DESCARTADO,score=2 | flags=positivo | FBI ruido político
19/03/2026 15:11:44,ESTADOS UNIDOS,FBI,Ciberinteligencia,"(""FBI"" OR DOJ OR ""Department of Justice"") (dismantled OR dismantlement OR takedown OR seized OR charged) (hacker OR ransomware OR botnet OR forum)",FBI seized Handala domains and disrupted pro Iranian hacker operations - mezha.net,ACEPTADO,"score=6 | flags=positivo,ciber,ciber_operacion,ciber_actor,radar | Ciberinteligencia fuerte"
19/03/2026 15:11:45,ESTADOS UNIDOS,FBI,Inteligencia,FBI office opened,FBI Opens Office in Ecuador as U.S. Strengthens Security Relations - The Presidential Prayer Team,ACEPTADO,"score=3 | flags=pais,positivo | FBI fuerte"
19/03/2026 15:11:47,ESTADOS UNIDOS,FBI,Inteligencia,FBI office Ecuador,FBI Opens Office in Ecuador as U.S. Strengthens Security Relations - The Presidential Prayer Team,ACEPTADO,"score=3 | flags=pais,positivo | FBI fuerte"
19/03/2026 15:11:50,ESTADOS UNIDOS,FBI,Inteligencia,"FBI ""Kash Patel"" intelligence",Kash Patel admits under oath FBI is buying location data on Americans - The Guardian,DESCARTADO,"score=3 | flags=pais,positivo | FBI ruido político"
19/03/2026 15:11:51,ESTADOS UNIDOS,FBI,Inteligencia,"FBI ""Kash Patel"" intelligence","FBI is buying data that can be used to track people, Patel says - Politico",ACEPTADO,"score=3 | flags=pais,positivo | FBI fuerte"
19/03/2026 15:11:52,ESTADOS UNIDOS,FBI,Inteligencia,"FBI ""Kash Patel"" intelligence",Kash Patel Brags That the FBI Is Buying Your Location Data - The New Republic,DESCARTADO,score=2 | flags=positivo | FBI ruido político
19/03/2026 15:11:52,ESTADOS UNIDOS,FBI,Inteligencia,"FBI ""Kash Patel"" intelligence",Kash Patel says the FBI is buying Americans’ location data - The Verge,DESCARTADO,"score=3 | flags=pais,positivo | FBI ruido político"
19/03/2026 15:11:53,ESTADOS UNIDOS,FBI,Inteligencia,"FBI ""Kash Patel"" intelligence",Kash Patel Admits the FBI is Buying Private Data on Americans - Gizmodo,DESCARTADO,"score=3 | flags=pais,positivo | FBI ruido político"
19/03/2026 15:11:54,ESTADOS UNIDOS,FBI,Inteligencia,"FBI ""Kash Patel"" intelligence",Tulsi Gabbard says Iran's government still intact but refuses to discuss talks with Trump about war - AP News,DESCARTADO,score=1 | flags=pais | FBI ruido político
19/03/2026 15:11:55,ESTADOS UNIDOS,FBI,Ciberinteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")",Former counter-terrorism head investigated by FBI over alleged leaks - BBC,ACEPTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI fuerte"
19/03/2026 15:11:56,ESTADOS UNIDOS,FBI,Ciberinteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")","Joe Kent, ex-Trump counterterrorism chief who resigned over Iran war, under FBI investigation for alleged leaks - CBS News",DESCARTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI ruido político"
19/03/2026 15:11:56,ESTADOS UNIDOS,FBI,Inteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")","FBI investigating US counter-terrorism chief who resigned over Iran war, reports say - The Guardian",ACEPTADO,"score=3 | flags=pais,positivo | FBI fuerte"
19/03/2026 15:11:58,ESTADOS UNIDOS,FBI,Inteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")",CBS News: FBI and IRS to Probe Nonprofits over Possible Links to “Domestic Terrorism” - Democracy Now!,ACEPTADO,score=2 | flags=positivo | FBI fuerte
19/03/2026 15:11:59,ESTADOS UNIDOS,FBI,Ciberinteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")",FBI conducting leak investigation into former Trump official who resigned over Iran war - NBC News,DESCARTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI ruido político"
19/03/2026 15:11:59,ESTADOS UNIDOS,FBI,Ciberinteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")","FBI launches 'leak' investigation into top counterterrorism official who resigned over Iran war, reports say - KGW",ACEPTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI fuerte"
19/03/2026 15:12:00,ESTADOS UNIDOS,FBI,Ciberinteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")","FBI investigating whether departed counterterrorism official leaked classified info, source says - WLKY",ACEPTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI fuerte"
19/03/2026 15:12:01,ESTADOS UNIDOS,FBI,Inteligencia,"(""FBI"") (terrorism OR terrorist OR extremism OR ""terror investigation"" OR ""terror probe"" OR ""terror attack"")",FBI investigating ex-National Counter-Terrorism Center Director Joe Kent - KHOU,ACEPTADO,score=2 | flags=positivo | FBI fuerte
19/03/2026 15:12:03,ESTADOS UNIDOS,DIA / ODNI,Inteligencia,"(""DIA / ODNI"" OR ""Director of National Intelligence "" OR ""ESTADOS UNIDOS"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",U.S. Intelligence Saw No Change in Iran’s Missile Capabilities Before War - The New York Times,DESCARTADO,"score=2 | flags=pais,radar | Regla general insuficiente o ruido"
19/03/2026 15:12:04,ESTADOS UNIDOS,DIA / ODNI,Inteligencia,"(""DIA / ODNI"" OR ""Director of National Intelligence "" OR ""ESTADOS UNIDOS"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Sen. Ossoff Presses Director of National Intelligence on Imminent Threat Posed by Iran, Fulton County Raid - Senator Jon Ossoff (.gov)",ACEPTADO,"score=5 | flags=nombre,radar | Regla general"
19/03/2026 15:12:05,ESTADOS UNIDOS,DIA / ODNI,Inteligencia,"(""DIA / ODNI"" OR ""Director of National Intelligence "" OR ""ESTADOS UNIDOS"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Director of National Intelligence Tulsi Gabbard faces questioning on Capitol Hill - 100.3 The Wolf,ACEPTADO,"score=5 | flags=nombre,radar | Regla general"
19/03/2026 15:12:06,ESTADOS UNIDOS,DIA / ODNI,Inteligencia,"(""DIA / ODNI"" OR ""Director of National Intelligence "" OR ""ESTADOS UNIDOS"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","What’s a Threat? Gabbard Says It’s Up to Trump, on Iran and Elsewhere. - The New York Times",DESCARTADO,score=0 | flags=sin_senales | Regla general insuficiente o ruido
19/03/2026 15:12:08,ESTADOS UNIDOS,CIA,Inteligencia,"CIA ""intelligence"" OR ""agency"" OR ""drone"" OR ""Iran"" OR ""Riyadh"" OR ""strike"" OR ""Kurd""",U.S. Intelligence Saw No Change in Iran’s Missile Capabilities Before War - The New York Times,DESCARTADO,"score=4 | flags=pais,positivo,radar | CIA ruido o contexto débil"
19/03/2026 15:12:08,ESTADOS UNIDOS,CIA,Inteligencia,"CIA ""intelligence"" OR ""agency"" OR ""drone"" OR ""Iran"" OR ""Riyadh"" OR ""strike"" OR ""Kurd""","CIA director confirms Iran seeking intelligence support from Russia, China - The Hill",ACEPTADO,"score=4 | flags=pais,positivo,radar | CIA fuerte"
19/03/2026 15:12:09,ESTADOS UNIDOS,CIA,Inteligencia,"CIA ""intelligence"" OR ""agency"" OR ""drone"" OR ""Iran"" OR ""Riyadh"" OR ""strike"" OR ""Kurd""",CIA Says Iran Sought Intelligence Support From China - The China-Global South Project,ACEPTADO,"score=3 | flags=positivo,radar | CIA fuerte"
19/03/2026 15:12:10,ESTADOS UNIDOS,CIA,Inteligencia,"CIA ""intelligence"" OR ""agency"" OR ""drone"" OR ""Iran"" OR ""Riyadh"" OR ""strike"" OR ""Kurd""","Intel chief Tulsi Gabbard says US, Israel have different ‘objectives’ in Iran war - NewsNation",DESCARTADO,"score=4 | flags=pais,positivo,radar | CIA ruido o contexto débil"
19/03/2026 15:12:10,ESTADOS UNIDOS,CIA,Inteligencia,"CIA ""intelligence"" OR ""agency"" OR ""drone"" OR ""Iran"" OR ""Riyadh"" OR ""strike"" OR ""Kurd""",Trump intel chief and CIA head contradict Iran strike justifications - The Independent,ACEPTADO,"score=4 | flags=pais,positivo,radar | CIA fuerte"
19/03/2026 15:12:11,ESTADOS UNIDOS,CIA,Inteligencia,"CIA ""intelligence"" OR ""agency"" OR ""drone"" OR ""Iran"" OR ""Riyadh"" OR ""strike"" OR ""Kurd""",Did Israel force Washington's hand in decision to attack Iran? CIA's Director has an answer - The Economic Times,ACEPTADO,score=2 | flags=positivo | CIA fuerte
19/03/2026 15:12:14,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""Direction Generale de la Securite Exterieure"")",Un ancien espion raconte comment la DGSE travaille en Iran - France Info,DESCARTADO,score=2 | flags=positivo | Francia/DGSE ruido o contexto débil
19/03/2026 15:12:16,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""renseignement français"" OR ""services secrets français"" OR ""french intelligence"")",Un ancien espion raconte comment la DGSE travaille en Iran - France Info,DESCARTADO,score=2 | flags=positivo | Francia/DGSE ruido o contexto débil
19/03/2026 15:12:18,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Cinq millions d'emplois, soit un sur six, sont menacés par l'intelligence artificielle en France - Radio France",DESCARTADO,score=1 | flags=radar | Francia/DGSE ruido o contexto débil
19/03/2026 15:12:18,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Intelligence artificielle : cinq millions d’emplois sont menacés en France, voici les métiers concernés - Ouest-France",DESCARTADO,score=1 | flags=radar | Francia/DGSE ruido o contexto débil
19/03/2026 15:12:19,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",L’Intelligence artificielle va-t-elle nous mettre au chômage ? - France Info,DESCARTADO,score=1 | flags=radar | Francia/DGSE ruido o contexto débil
19/03/2026 15:12:19,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Intelligence artificielle : 5 millions d’emplois supprimés en France d’ici 2030 ? Cette étude qui inquiète - Sud Ouest,DESCARTADO,score=1 | flags=radar | Francia/DGSE ruido o contexto débil
19/03/2026 15:12:20,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Demain dans vos agendas : intelligence artificielle, Croatie, tech, Made in France, automobile, luxe - Le Moci",DESCARTADO,score=1 | flags=radar | Francia/DGSE ruido o contexto débil
19/03/2026 15:12:20,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Jeanologia développe une intelligence artificielle pour le design de jeans - FashionNetwork France,DESCARTADO,score=1 | flags=radar | Francia/DGSE ruido o contexto débil
19/03/2026 15:12:21,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","IA en France : les emplois de 5 millions de salariés menacés, le début de la fin ? - Les Numériques",DESCARTADO,score=-3 | flags=ruido_ai | Francia/DGSE ruido o contexto débil
19/03/2026 15:12:21,FRANCIA,DGSE,Inteligencia,"(""DGSE"" OR ""Direction Générale de la Sécurité Extérieure"" OR ""french intelligence"" OR ""France"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",IA : le grand bouleversement à venir du marché du travail - Les Echos,DESCARTADO,score=-3 | flags=ruido_ai | Francia/DGSE ruido o contexto débil
19/03/2026 15:12:23,FRANCIA,DGSI,Inteligencia,"(""DGSI"" OR ""Direction Générale de la Sécurité Intérieure"" OR ""Direction Generale de la Securite Interieure"")",Flash ingérence économique : attention lors de vos séjours à l’étranger ! - Normandinamik,DESCARTADO,score=0 | flags=sin_senales | Francia ruido o contexto débil
19/03/2026 15:12:24,FRANCIA,DGSI,Inteligencia,"(""DGSI"" OR ""contre-espionnage"" OR ""contre-ingérence"" OR ""ingérence étrangère"")",Le candidat LFI à Roubaix visé par une tentative d’ingérence étrangère - 20 Minutes,DESCARTADO,score=0 | flags=sin_senales | Francia ruido o contexto débil
19/03/2026 15:12:24,FRANCIA,DGSI,Inteligencia,"(""DGSI"" OR ""contre-espionnage"" OR ""contre-ingérence"" OR ""ingérence étrangère"")","En Slovénie, le gouvernement dénonce une « opération d’ingérence étrangère » menée par une société israélienne juste avant les élections - Le Monde.fr",DESCARTADO,score=0 | flags=sin_senales | Francia ruido o contexto débil
19/03/2026 15:12:30,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",U.S. Intelligence Saw No Change in Iran’s Missile Capabilities Before War - The New York Times,DESCARTADO,"score=2 | flags=pais,radar | Irán ruido o contexto débil"
19/03/2026 15:12:32,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Lawmakers press U.S. intelligence officials on Iran war as new strikes jolt oil markets - PBS,DESCARTADO,"score=2 | flags=pais,radar | Irán ruido o contexto débil"
19/03/2026 15:12:32,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Tulsi Gabbard Grilled During Senate Intelligence Hearing on Iran - Military.com,DESCARTADO,"score=2 | flags=pais,radar | Irán ruido o contexto débil"
19/03/2026 15:12:33,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Collins, King press intelligence leaders on Iran retaliation, Strait of Hormuz blockade - WGME",DESCARTADO,"score=2 | flags=pais,radar | Irán ruido o contexto débil"
19/03/2026 15:12:33,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Live updates: Trump warns Iran after Qatar attack, threatens South Pars - NewsNation",DESCARTADO,score=1 | flags=pais | Irán ruido o contexto débil
19/03/2026 15:12:34,IRAN,VEVAK,Ciberinteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Orthodox Jewish news site Yeshiva World News hacked after threats of Iran cyber attack - New York Post,ACEPTADO,"score=3 | flags=pais,ciber,radar | Irán fuerte"
19/03/2026 15:12:34,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Israel says it killed Iran's intelligence minister - Axios,DESCARTADO,"score=2 | flags=pais,radar | Irán ruido o contexto débil"
19/03/2026 15:12:35,IRAN,VEVAK,Inteligencia,"(""VEVAK"" OR ""وزارت اطّلاعات جمهوری اسلامی ایران"" OR ""IRAN"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Sen. Ossoff Presses Director of National Intelligence on Imminent Threat Posed by Iran, Fulton County Raid - Senator Jon Ossoff (.gov)",DESCARTADO,"score=2 | flags=pais,radar | Irán ruido o contexto débil"
19/03/2026 15:12:37,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"")","Exclusive | Israel Is Hunting Down Iranian Regime Members in Their Hideouts, One by One - WSJ",DESCARTADO,"score=3 | flags=pais,positivo | Israel ruido o contexto débil"
19/03/2026 15:12:37,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"")","Mossad slams regime for using mosques as headquarters, weapons depots - The Jerusalem Post",ACEPTADO,score=2 | flags=positivo | Israel fuerte
19/03/2026 15:12:38,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"")",Israel said threatening Iranian officers on the phone as part of efforts to stir unrest - The Times of Israel,DESCARTADO,"score=3 | flags=pais,positivo | Israel ruido o contexto débil"
19/03/2026 15:12:38,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"")",Israel kills more Iranian leaders: Former Mossad analyst Sima Shine on what's next in the Iran war - CNBC,ACEPTADO,"score=3 | flags=pais,positivo | Israel fuerte"
19/03/2026 15:12:40,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"")",Mossad Threatens Iranian Officers With Personal Details to Undermine Regime Morale - 조선일보,ACEPTADO,score=2 | flags=positivo | Israel fuerte
19/03/2026 15:12:40,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"")",Stand with your people or die': Inside the Mossad campaign against the regime - ynetnews,ACEPTADO,score=2 | flags=positivo | Israel fuerte
19/03/2026 15:12:42,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Iran executes man accused of spying for Mossad - The Times of Israel,ACEPTADO,"score=4 | flags=pais,positivo,radar | Israel fuerte"
19/03/2026 15:12:43,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Iran Executes Mossad Spy, Kourosh Keyvani - WANA News Agency",ACEPTADO,"score=3 | flags=positivo,radar | Israel fuerte"
19/03/2026 15:12:44,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Iran executes alleged Mossad spy amid war - MSN,ACEPTADO,"score=3 | flags=positivo,radar | Israel fuerte"
19/03/2026 15:12:45,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Eli Cohen Mossad Spy: How Israel’s Top Agent Infiltrated Syria and Helped Win the Six-Day War - Vision Times,ACEPTADO,"score=4 | flags=pais,positivo,radar | Israel fuerte"
19/03/2026 15:12:45,ISRAEL,MOSSAD,Inteligencia,"(""MOSSAD"" OR ""הַמּוֹסָד‎"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Iran executes man accused of spying for Israel’s Mossad as war rages - New York Post,ACEPTADO,"score=4 | flags=pais,positivo,radar | Israel fuerte"
